phenomenon;sentence_good;sentence_bad
V3 COMPLEX NP;Bakom männen som arbetar mellan städerna övervakar Dagmar skogen;Bakom männen som arbetar mellan städerna Dagmar övervakar skogen
V3 COMPLEX NP;Genom parken som ligger i bergen avslutar Einar romanen;Genom parken som ligger i bergen Einar avslutar romanen
V3 COMPLEX NP;På vägen som går vid floden tar Albin droger;På vägen som går vid floden Albin tar droger
V3 COMPLEX NP;På stigen som går kring huset utnyttjar Leif tiggaren;På stigen som går kring huset Leif utnyttjar tiggaren
V3 COMPLEX NP;På bron som andas i skymningen lyfter David hävstången;På bron som andas i skymningen David lyfter hävstången
V3 COMPLEX NP;Från trappan som snarkar på sjön undervisar Oskar studenterna;Från trappan som snarkar på sjön Oskar undervisar studenterna
V3 COMPLEX NP;Under golvet som ligger i tystnaden programmerar Ylva roboten;Under golvet som ligger i tystnaden Ylva programmerar roboten
V3 COMPLEX NP;På taket som glänser under stjärnhimlen erkänner Vilhelm brottet;På taket som glänser under stjärnhimlen Vilhelm erkänner brottet
V3 COMPLEX NP;I dammen som skymtar bakom vägen stör Bodil fiskarna;I dammen som skymtar bakom vägen Bodil stör fiskarna
V3 COMPLEX NP;Mellan rummen som möglar av regnet kastar Edvin plankorna;Mellan rummen som möglar av regnet Edvin kastar plankorna
V3 COMPLEX NP;I toaletten som står framför sängen lägger Ragnhild hammaren;I toaletten som står framför sängen Ragnhild lägger hammaren
V3 COMPLEX NP;Vid duschen som storknar bakom gården förbättrar Hjalmar köket;Vid duschen som storknar bakom gården Hjalmar förbättrar köket
V3 COMPLEX NP;Bakom sängen som står i vardagsrummet väcker Gunhild barnen;Bakom sängen som står i vardagsrummet Gunhild väcker barnen
V3 COMPLEX NP;På soffan som ramlar utan dikten omvandlar Manfred duschen;På soffan som ramlar utan dikten Manfred omvandlar duschen
V3 COMPLEX NP;I fåtöljen som skakar av eltandborsten pryder Siv sängen;I fåtöljen som skakar av eltandborsten Siv pryder sängen
V3 COMPLEX NP;I hyllan som står i duschen befriar Georg jätten;I hyllan som står i duschen Georg befriar jätten
V3 COMPLEX NP;Under vanten som snarkar av novellen prövar Rut fåtöljen;Under vanten som snarkar av novellen Rut prövar fåtöljen
V3 COMPLEX NP;I lådan som lutar av avund fördömer Tryggve brottet;I lådan som lutar av avund Tryggve fördömer brottet
V3 COMPLEX NP;I raketen som passerar genom himlen fördömer Tekla laserkanonen;I raketen som passerar genom himlen Tekla fördömer laserkanonen
V3 COMPLEX NP;I diskmaskinen som brummar av mättnaden avstyr myran katastrofen;I diskmaskinen som brummar av mättnaden myran avstyr katastrofen
V3 COMPLEX NP;På bänken som löper mellan rummen underkuvar Gertrud slavarna;På bänken som löper mellan rummen Gertrud underkuvar slavarna
V3 COMPLEX NP;I drömmen som fortlöper genom sinnet tillintetgör Knut gardinen;I drömmen som fortlöper genom sinnet Knut tillintetgör gardinen
V3 COMPLEX NP;På lusen som darrar vid frågan besegrar Svea drömmen;På lusen som darrar vid frågan Svea besegrar drömmen
V3 COMPLEX NP;Under diskussionen som vandrar kring svaret utmanar Holger idén;Under diskussionen som vandrar kring svaret Holger utmanar idén
V3 COMPLEX NP;Bakom svaret som trampar i drömmen överraskar Rebecka alla;Bakom svaret som trampar i drömmen Rebecka överraskar alla
V3 COMPLEX NP;Uppför slänten som bleknar på filmen ersätter Isak svaret;Uppför slänten som bleknar på filmen Isak ersätter svaret
V3 COMPLEX NP;Inom dikten som vissnar i huset driver Petra tesen;Inom dikten som vissnar i huset Petra driver tesen
V3 COMPLEX NP;Utanför novellen som doftar under spegeln organiserar Pontus papprena;Utanför novellen som doftar under spegeln Pontus organiserar papprena
V3 COMPLEX NP;I kyrkan som står på kullen lagar Ulrika kitteln;I kyrkan som står på kullen Ulrika lagar kitteln
V3 COMPLEX NP;I rapporten som låter bredvid jackan placerar Patrik dikten;I rapporten som låter bredvid jackan Patrik placerar dikten
V3 COMPLEX NP;Bakom boken som ligger framför tallriken justerar Veronica uppsatsen;Bakom boken som ligger framför tallriken Veronica justerar uppsatsen
V3 COMPLEX NP;I rummet som ligger bakom parken granskar Robin provet;I rummet som ligger bakom parken Robin granskar provet
V3 COMPLEX NP;I tentan som ligger på stigen kontrollerar Vendela skogen;I tentan som ligger på stigen Vendela kontrollerar skogen
V3 COMPLEX NP;På häxan som vandrar under bron käkar Thomas mackan;På häxan som vandrar under bron Thomas käkar mackan
V3 COMPLEX NP;Med förstoringsglaset som vilar i handen löser Vive uppgiften;Med förstoringsglaset som vilar i handen Vive löser uppgiften
ELLIPSIS1;Lisa köpte en gul tröja och Calle köpte en röd;Lisa köpte en tröja och Calle köpte en röd
ELLIPSIS1;John kastade ett ruttet äpple och Anna kastade ett färskt;John kastade ett äpple och Anna kastade ett färskt
ELLIPSIS1;Hanna slog en svår knop och Nils slog en lätt;Hanna slog en knop och Nils slog en lätt
ELLIPSIS1;Niklas mördade en otäck bläckfisk och Johanna mördade en söt;Niklas mördade en bläckfisk och Johanna mördade en söt
ELLIPSIS1;Pelle byggde en vacker villa och Sonja byggde en ful;Pelle byggde en villa och Sonja byggde en ful
ELLIPSIS1;Rebecka rev en liten bastu och Klara rev en stor;Rebecka rev en bastu och Klara rev en stor
ELLIPSIS1;Herrarna skövlade en enorm skog och damerna skövlade en pytteliten;Herrarna skövlade en skog och damerna skövlade en pytteliten
ELLIPSIS1;Sara spände en farlig båge och Julia spände en ofarlig;Sara spände en båge och Julia spände en ofarlig
ELLIPSIS1;Tjuvarna sprängde ett tungt bankvalv och poliserna sprängde ett lätt;Tjuvarna sprängde ett bankvalv och poliserna sprängde ett lätt
ELLIPSIS1;Ormen åt en liten råtta och katten åt en stor;Ormen åt en råtta och katten åt en stor
ELLIPSIS1;Ylva åt ett ulligt får och Adam åt ett skyggt;Ylva åt ett får och Adam åt ett skyggt
ELLIPSIS1;Vive vann ett skyggt rådjur och Adina vann ett stolt;Vive vann ett rådjur och Adina vann ett stolt
ELLIPSIS1;Viola hämtade en stolt kanin och Ahmed hämtade en smidig;Viola hämtade en kanin och Ahmed hämtade en smidig
ELLIPSIS1;Uma tvättade ett smidigt lodjur och Aina tvättade ett kasst;Uma tvättade ett lodjur och Aina tvättade ett kasst
ELLIPSIS1;Ulla älskade ett kasst djur och Alba älskade ett resligt;Ulla älskade ett djur och Alba älskade ett resligt
ELLIPSIS1;Tryggve testade en reslig hjort och Albin testade en grym;Tryggve testade en hjort och Albin testade en grym
ELLIPSIS1;Torgny tog ett grymt svin och Alexander tog ett vilt;Torgny tog ett svin och Alexander tog ett vilt
ELLIPSIS1;Tobias tackade ett vilt vildsvin och Alf tackade ett oskyldigt;Tobias tackade ett vildsvin och Alf tackade ett oskyldigt
ELLIPSIS1;Tobias sålde ett oskyldigt lamm och Alice sålde ett rött;Tobias sålde ett lamm och Alice sålde ett rött
ELLIPSIS1;Ted sumpade ett rött lakan och Amer sumpade ett mystiskt;Ted sumpade ett lakan och Amer sumpade ett mystiskt
ELLIPSIS1;Sofie störde ett mystiskt havsdjur och Anders störde ett starkt;Sofie störde ett havsdjur och Anders störde ett starkt
ELLIPSIS1;Sara stal ett starkt lejon och Ann-Katrin stal ett randigt;Sara stal ett lejon och Ann-Katrin stal ett randigt
ELLIPSIS1;Sandra stängde en trasig dörr och Anna stängde en hel;Sandra stängde en dörr och Anna stängde en hel
ELLIPSIS1;Saga skickade ett snabbt meddelande och Anna-Lena skickade ett otrevligt;Saga skickade ett meddelande och Anna-Lena skickade ett otrevligt
ELLIPSIS1;Rune såg ett hjälpsamt par och Beata såg ett slemmigt;Rune såg ett par och Beata såg ett slemmigt
ELLIPSIS1;Robert stal en hal ål och Caroline stal en mager;Robert stal en ål och Caroline stal en mager
ELLIPSIS1;Pontus offrade en mager abborre och Christel offrade en söt;Pontus offrade en abborre och Christel offrade en söt
ELLIPSIS1;Otis skickade en söt sill och Christine skickade en salt;Otis skickade en sill och Christine skickade en salt
ELLIPSIS1;Oscar såg en salt lax och Daniel såg en äcklig;Oscar såg en lax och Daniel såg en äcklig
ELLIPSIS1;Olle tillagade ett äckligt kräftdjur och Dick tillagade ett gyllene;Olle tillagade ett kräftdjur och Dick tillagade ett gyllene
ELLIPSIS1;Nils dödade ett gyllene skaldjur och Donja dödade ett randigt;Nils dödade ett skaldjur och Donja dödade ett randigt
ELLIPSIS1;Niklas pussade en randig höna och Ebba pussade en vild;Niklas pussade en höna och Ebba pussade en vild
ELLIPSIS1;Nicole räddade en vild gås och Elias räddade en vit;Nicole räddade en gås och Elias räddade en vit
ELLIPSIS1;Nico redigerade ett vitt ankdjur och Ellen redigerade ett högljutt;Nico redigerade ett ankdjur och Ellen redigerade ett högljutt
ELLIPSIS1;Nada prövade ett högljutt fjäderfä och Emanuel prövade ett litet;Nada prövade ett fjäderfä och Emanuel prövade ett litet
ELLIPSIS1;Murat planerade ett litet barn och Erik planerade ett syskonlikt;Murat planerade ett barn och Erik planerade ett syskonlikt
ELLIPSIS1;Muhammed påminde ett tramsigt syskon och Erika påminde ett avlägset;Muhammed påminde ett syskon och Erika påminde ett avlägset
ELLIPSIS1;Meriem kittlade ett avlägset kusinbarn och Eva kittlade ett nära;Meriem kittlade ett kusinbarn och Eva kittlade ett nära
ELLIPSIS1;Maude beskyllde ett nära släktingbarn och Fanny beskyllde ett ungt;Maude beskyllde ett släktingbarn och Fanny beskyllde ett ungt
ELLIPSIS1;Mats såg ett ungt småbarn och Farah såg ett busigt;Mats såg ett småbarn och Farah såg ett busigt
ELLIPSIS1;Maria noterade ett busigt förskolebarn och Flora noterade ett oroligt;Maria noterade ett förskolebarn och Flora noterade ett oroligt
ELLIPSIS1;Majken mätte ett oroligt skolbarn och Fredrik mätte ett flitigt;Majken mätte ett skolbarn och Fredrik mätte ett flitigt
ELLIPSIS1;Maj mötte ett flitigt tonårsbarn och Freja mötte ett tyst;Maj mötte ett tonårsbarn och Freja mötte ett tyst
ELLIPSIS1;Magdalena målade ett tyst tvillingbarn och Hanna målade ett delat;Magdalena målade ett tvillingbarn och Hanna målade ett delat
ELLIPSIS1;Linn märkte ett delat fosterbarn och Helena märkte ett ensamt;Linn märkte ett fosterbarn och Helena märkte ett ensamt
ELLIPSIS1;Linda lurade ett ensamt lejon och Helga lurade ett upptaget;Linda lurade ett lejon och Helga lurade ett upptaget
ELLIPSIS1;Kristina lovade ett ensamt styvbarn och Henning lovade ett utsatt;Kristina lovade ett styvbarn och Henning lovade ett utsatt
ELLIPSIS1;Kristin lockade ett utsatt bonusbarn och Ida lockade ett fattigt;Kristin lockade ett bonusbarn och Ida lockade ett fattigt
ELLIPSIS1;Klas gillade ett fattigt grannbarn och Inger gillade ett nyinflyttat;Klas gillade ett grannbarn och Inger gillade ett nyinflyttat
ELLIPSIS1;Klara designade en vacker klänning och Ingrid designade en ful;Klara designade en klänning och Ingrid designade en ful
ELLIPSIS1;Kerstin levererade ett drabbat asylbarn och Iris levererade ett ensamt;Kerstin levererade ett asylbarn och Iris levererade ett ensamt
ELLIPSIS1;Katrin tröstade ett ensamt krigsbarn och Janice tröstade ett försummat;Katrin tröstade ett krigsbarn och Janice tröstade ett försummat
ELLIPSIS1;Karl undervisade ett försummat ensambarn och Joakim undervisade ett omhändertaget;Karl undervisade ett ensambarn och Joakim undervisade ett omhändertaget
ELLIPSIS1;Josefin lånade ett nytt gatubarn och Johan lånade ett gammalt;Josefin lånade ett gatubarn och Johan lånade ett gammalt
ELLIPSIS1;Josef slängde en gammal filt och John slängde en borgerlig;Josef slängde en filt och John slängde en borgerlig
ELLIPSIS1;Jonas lämnade ett borgerligt arbetarbarn och Jonas lämnade ett ärofullt;Jonas lämnade ett arbetarbarn och Jonas lämnade ett ärofullt
ELLIPSIS1;Johan kränkte ett omtänksamt adelbarn och Josefin kränkte ett kärleksfullt;Johan kränkte ett adelbarn och Josefin kränkte ett kärleksfullt
ELLIPSIS1;Joakim köpte en kärleksfull pappa och Karl köpte en ung;Joakim köpte en pappa och Karl köpte en ung
ELLIPSIS1;Janice kramade en ung mamma och Katinka kramade en lekfull;Janice kramade en mamma och Katinka kramade en lekfull
ELLIPSIS1;Iris körde en lekfull flicka och Katrin körde en kunnig;Iris körde en flicka och Katrin körde en kunnig
ELLIPSIS1;Ingrid kastade en kunnig pojke och Kerstin kastade en opartisk;Ingrid kastade en pojke och Kerstin kastade en opartisk
ELLIPSIS1;Ida hindrade en nyfiken domare och Klas hindrade en karismatisk;Ida hindrade en domare och Klas hindrade en karismatisk
ELLIPSIS1;Helga hörde en vältalig ledare och Kristina hörde en trött;Helga hörde en ledare och Kristina hörde en trött
ELLIPSIS1;Helena hittade en trött talare och Levi hittade en flitig;Helena hittade en talare och Levi hittade en flitig
ELLIPSIS1;Fanny glömde en ambitiös advokat och Maj glömde en vetgirig;Fanny glömde en advokat och Maj glömde en vetgirig
ELLIPSIS1;Erik förvandlade en otäck resenär och Mats förvandlade en erfaren;Erik förvandlade en resenär och Mats förvandlade en erfaren
ELLIPSIS1;Ellen förnekade en smal man och Meriem förnekade en reslig;Ellen förnekade en man och Meriem förnekade en reslig
ELLIPSIS1;Dick fixade en nära vän och Nada fixade en ivrig;Dick fixade en vän och Nada fixade en ivrig
ELLIPSIS1;Daniel fotade en ivrig gris och Nico fotade en modig;Daniel fotade en gris och Nico fotade en modig
ELLIPSIS1;Christine filmade en modig väktare och Nicole filmade en läskig;Christine filmade en väktare och Nicole filmade en läskig
ELLIPSIS1;Christel förstod en proffsig krigare och Nike förstod en händig;Christel förstod en krigare och Nike förstod en händig
ELLIPSIS1;Caroline sköt en händig arbetare och Niklas sköt en målmedveten;Caroline sköt en arbetare och Niklas sköt en målmedveten
ELLIPSIS1;Björn dödade en målmedveten snickare och Nils dödade en slö;Björn dödade en snickare och Nils dödade en slö
ELLIPSIS1;Beata döpte en livlig målare och Olle döpte en skojig;Beata döpte en målare och Olle döpte en skojig
ELLIPSIS1;Anna-Lena dömde en sliskig byggare och Oscar dömde en proper;Anna-Lena dömde en byggare och Oscar dömde en proper
ELLIPSIS1;Anders bedrog en omsorgsfull vårdare och Robert bedrog en from;Anders bedrog en vårdare och Robert bedrog en from
ELLIPSIS1;Alice delade en äcklig kaka och Rosa delade en fräsch;Alice delade en kaka och Rosa delade en fräsch
ELLIPSIS1;Alf påbörjade en gullig saga och Runar påbörjade en störd;Alf påbörjade en saga och Runar påbörjade en störd
ELLIPSIS1;Alexander byggde en tjuvaktig brottsling och Rune byggde en lojal;Alexander byggde en brottsling och Rune byggde en lojal
ELLIPSIS1;Albin beundrade en lojal tjuv och Saga beundrade en fientlig;Albin beundrade en tjuv och Saga beundrade en fientlig
ELLIPSIS1;Alba svarade en fientlig vän och Sandra svarade en allvarlig;Alba svarade en vän och Sandra svarade en allvarlig
ELLIPSIS1;Aina stämde en glassig fiende och Sara stämde en fet;Aina stämde en fiende och Sara stämde en fet
ELLIPSIS1;Ahmed besökte en rosa granne och Sofie besökte en sjuk;Ahmed besökte en granne Sofie besökte en sjuk
ELLIPSIS1;Adina retade en sjuk släkting och Ted retade en frisk;Adina retade en släkting och Ted retade en frisk
ELLIPSIS1;Adam betalade en liten patient och Tobias betalade en politisk;Adam betalade en patient och Tobias betalade en politisk
ELLIPSIS1;Amer besökte en politisk kund och Tobias besökte en lycklig;Amer besökte en kund och Tobias besökte en lycklig
ELLIPSIS1;Rosa beställde en full politiker och Torgny beställde en nykter;Rosa beställde en politiker och Torgny beställde en nykter
ELLIPSIS1;Nike bjöd en blå journalist och Tryggve bjöd en musikalisk;Nike bjöd en journalist och Tryggve bjöd en musikalisk
ELLIPSIS1;Farah avvisade en musikalisk författare och Ulla avvisade en dramatisk;Farah avvisade en författare och Ulla avvisade en dramatisk
ELLIPSIS1;Mahmud instruerade en dramatisk artist och Uma instruerade en spänstig;Mahmud instruerade en artist och Uma instruerade en spänstig
ELLIPSIS1;Levi använde en gedigen musiker och Viola använde en ledsen;Levi använde en musiker och Viola använde en ledsen
ELLIPSIS1;Donja anklagade en sportig skådespelare och Vive anklagade en dum;Donja anklagade en skådespelare och Vive anklagade en dum
ELLIPSIS1;Katinka accepterade en förälskad idrottare och Ylva accepterade en galen;Katinka accepterade en idrottare och Ylva accepterade en galen
ELLIPSIS1;Nora släppte en bra skiva och Nilo släppte en dålig;Nora släppte en skiva och Nilo släppte en dålig
ELLIPSIS1;Anja älskade en duktig gitarrist och Minna älskade en dålig;Anja älskade en gitarrist och Minna älskade en dålig
